Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2011-06-10,8.17,33.76,40.23,35,3
2011-06-11,2.86,40.16,13.5,35,1
2011-06-11,16.54,1110.05,93.87,35,0
2011-06-14,4.87,373.76,31.47,35,3
2011-06-15,6.06,216.1,36.5,35,1
2011-06-16,8.06,501.23,50.93,35,1
2011-06-16,7.47,112,41.38,35,0
2011-06-17,7.69,505.97,44.52,35,1
2011-06-17,3.22,213.13,19.85,35,0
2011-06-18,6.46,344.73,45,35,1
2011-06-18,10.85,176.56,65.32,35,0
2011-06-19,7.71,491.44,48.4,35,1
2011-06-20,7.5,332.86,46.88,35,1
2011-06-21,10.86,69.37,57.73,35,1
2011-06-22,6.65,434.13,41.67,35,1
2011-06-26,29.83,3235.86,352.62,35,4
2011-07-04,6.49,650.54,40.92,35,8
2011-07-05,7.9,219.8,49.17,35,1
2011-07-06,4.9,312.37,29.95,35,1
2011-07-07,8.12,522.71,49.12,35,1
2011-07-14,6.9,33.79,37.35,35,7
2011-07-16,9.31,1165.52,170.75,35,2
2011-07-21,9.21,673.43,59.27,35,5
2011-07-22,4.55,330.37,25.62,35,1
2011-07-23,14.29,734.48,75.42,35,1
2011-07-24,15.18,1019.95,107.42,35,1
2011-07-26,9.97,513.19,55.85,35,2
2011-07-26,5.13,161.47,28.28,35,0
2011-07-28,4.9,269.7,30.12,35,2
2011-07-29,7.16,543.27,46.27,35,1
2011-07-30,6.68,604.09,49.52,35,1
2011-07-30,5.96,322.89,42.23,35,0
2011-07-31,2.87,199.48,19.65,35,1
2011-08-01,21.11,1771.66,137.28,35,1
2011-08-02,5.15,362.1,34.42,35,1
2011-08-03,11.67,664.74,68.23,35,1
2011-08-04,5.62,494.89,35.03,35,1
2011-08-05,14.69,3355.35,180.93,35,1
2011-08-08,22.56,577.21,132.13,35,3
2011-08-09,4.87,399.32,32.92,35,1
2011-08-11,4.9,395.54,29.58,35,2
2011-08-12,2.16,134.47,12.12,35,1
2011-08-13,12.93,333.04,74.37,35,1
2011-08-15,16.91,656.78,103.7,35,2
2011-08-16,4.79,141.46,29.03,35,1
2011-08-16,7.49,111.54,39.3,35,0
2011-08-17,7.77,515.76,45.48,35,1
2011-08-18,8.34,325.3,55.57,35,1
2011-08-19,3.59,222.97,20.45,35,1
2011-08-19,3.75,48.59,20.7,35,0
2011-08-20,12.94,602.59,69.72,35,1
2011-08-21,31.63,3158.88,217.42,35,1
2011-08-24,10.67,624.06,74.55,35,3
2011-08-25,6.54,443.06,42.68,35,1
2011-08-26,6.5,93.6,34.95,35,1
2011-08-27,13.32,547.3,77.62,35,1
2011-08-28,30.36,2333.42,244.73,35,1
2011-08-30,4.93,396.77,29.83,35,2
2011-08-31,17.9,423.25,59.98,35,1
2011-08-31,3.22,300.22,19.05,35,0
2011-08-31,6.53,427.98,42.35,35,0
2011-09-03,14.74,1442.8,95.58,35,3
2011-09-04,14.6,3240.43,127.37,35,1
2011-09-04,2.32,0,16.25,35,0
2011-09-05,5.11,259.18,28.18,35,1
2011-09-07,13.33,200.89,76.42,35,2
2011-09-08,3.48,72.71,18.68,35,1
2011-09-09,3.25,211.97,20.3,35,1
2011-09-10,49.14,2064.7,358.52,35,1
2011-09-11,6.61,473.45,46.38,35,1
2011-09-12,6.47,396.33,41.5,35,1
2011-09-13,8.2,341.45,93.25,35,1
2011-09-16,11.76,872.74,69.75,35,3
2011-09-17,16.13,349.66,88.02,35,1
2011-09-18,13.22,1352.42,86.73,35,1
2011-09-19,6.72,286.58,40.63,35,1
2011-09-21,9.79,618.85,59.37,35,2
2011-09-22,8.11,274.06,46.77,35,1
2011-09-23,9.67,49.94,53.65,35,1
2011-09-24,5.17,0,22.93,35,1
2011-09-24,3.61,33.75,20.43,35,0
2011-09-25,5.06,0,23,35,1
2011-09-26,9.26,134.93,51.28,35,1
2011-09-27,16.17,483.3,97.17,35,1
2011-09-27,6.5,437.18,39.8,35,0
2011-09-29,8.37,278.22,52.07,35,2
2011-09-29,12.05,178.45,68.48,35,0
2011-10-01,18.01,317.32,95.22,35,2
2011-10-02,33.3,1500.47,204.82,35,1
2011-10-04,7.2,100.6,39.55,35,2
2011-10-05,9.74,692.71,63.93,35,1
2011-10-06,8.21,441.54,55.03,35,1
2011-10-08,7.62,756.57,54.63,35,2
2011-10-09,1.61,0,11.82,35,1
2011-10-09,4.97,46.8,20.78,35,0
2011-10-11,13.08,989.73,79.98,35,2
2011-10-11,19.34,463.47,107.23,35,0
2011-10-12,9.78,710,60.52,35,1
2011-10-15,18.77,444.4,103.23,35,3
2011-10-16,35.43,376.94,221.35,35,1
2011-10-18,6.59,95.15,41.27,35,2
2011-10-19,12.88,470.42,76.92,35,1
2011-10-20,7.48,170.48,47.27,35,1
2011-10-21,13.43,50.62,75.62,35,1
2011-10-23,19.35,77.99,97.03,35,2
2011-10-25,6.96,144.02,46.63,35,2
2011-10-26,9.49,391.12,54.35,35,1
2011-10-27,6.52,211.13,42.37,35,1
2011-10-29,6.5,0,39.23,35,2
2011-10-30,13.68,47.41,80.27,35,1
2011-11-01,5.07,98.58,30.77,35,2
2011-11-02,6.47,166.47,37.23,35,1
2011-11-06,42.66,502.28,238.62,35,4
2011-11-08,2.36,0,18.6,35,2
2011-11-08,4.02,0,26.9,35,0
2011-11-20,32.68,3660.63,254.75,35,12
2011-11-26,8.28,0,40.88,35,6
2011-11-29,4.86,517.11,29.03,35,3
2011-11-30,15.64,3963.29,109.08,35,1
2011-12-01,8.6,299.1,105.08,35,1
2011-12-04,13.08,160.74,75.72,35,3
2011-12-07,7.71,243.48,46.92,35,3
2011-12-10,13.74,1136.32,85.72,35,3
2011-12-15,13,582.52,85.28,35,5
2011-12-23,13.28,618.66,82.27,35,8
2011-12-24,19.6,693.23,136.83,35,1
2011-12-29,12.07,1596.21,110.88,35,5
2011-12-31,15.38,1900.59,118.45,35,2
2012-01-04,8.16,456.57,46.65,36,4
2012-01-06,9.74,184.93,55.15,36,2
2012-01-07,13.46,547.81,94.78,36,1
2012-01-08,18.23,1228.42,120.13,36,1
2012-01-11,14.55,414.53,78.78,36,3
2012-01-13,9.87,491.36,63.77,36,2
2012-01-14,14.5,420.38,90.5,36,1
2012-01-18,13.71,395.46,68.6,36,4
2012-01-20,14.58,451.51,85.38,36,2
2012-01-21,28.98,1234.75,203.87,36,1
2012-01-25,14.76,1124.12,87.65,36,4
2012-01-27,10.26,736.6,66.42,36,2
2012-01-28,32.8,2647.36,232,36,1
2012-01-29,29.79,1463.86,201.4,36,1
2012-01-31,16.21,162.36,94.47,36,2
2012-02-03,11.49,985.4,72.73,36,3
2012-02-04,38.77,3964.63,272.92,36,1
2012-02-05,13.14,1108.12,93.58,36,1
2012-02-08,14.98,528.15,86.85,36,3
